Identity,Link,Location,Area,Beds,Baths,Price,ATM Machines,Accessible by Road,Balloted,Barbeque Area,Boundary Lines,Boundary Wall,Broadband Internet Access,Business Center or Media Room in Building,CCTV Security,Cafeteria/Canteen,Central Air Conditioning,Central Heating,Communal/Shared Kitchen,Community Centre,Community Gym,Community Lawn or Garden,Community Swimming Pool,Conference Room in Building,Corner,Day Care Centre,Dining Room,Disputed,Double Glazed Windows,Drawing Room,Electricity,Electricity Backup,Elevator or Lift,Facilities for Disabled,File,First Aid or Medical Centre,Flooring,Furnished,Gym,Intercom,Irrigation,Jacuzzi,Kids Play Area,Land Fertility,Laundry Room,Laundry or Dry Cleaning Facility,Lawn or Garden,Lobby in Building,Lounge or Sitting Room,Maintenance Staff,Mosque,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Nearby Water Resources,Park Facing,Perimeter Fencing,Pet Policy,Possesion,Powder Room,Prayer Room,Public Parking,Satellite or Cable TV Ready,Sauna,Security Staff,Service Elevators in Building,Sewerage,Steam Room,Study Room,Sui Gas,Swimming Pool,Tube Wells,Underground Parking,Waste Disposal,Water Supply,Built in year,Distance From Airport (kms),Elevators,Floor,Floors,Floors in Building,Kitchens,Parking Spaces,Servant Quarters,Store Rooms
House 47119873,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_rafi_block_10_marla_house_for_sale_in_rafi_block_bahira_town_lahore-47119873-1803-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector E Houses > Bahria Town - Rafi Block Houses,302.2,5.0,6.0,45000000.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
House 47119875,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_tulip_block_10_marla_house_for_sale_in_rafi_block_bahira_town_lahore-47119875-1789-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector C Houses > Bahria Town - Tulip Block Houses,302.2,5.0,6.0,35000000.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
House 47119879,https://www.zameen.com/Property/bahria_town_bahria_town_-_overseas_enclave_10_marla_house_for_sale_in_overseas_ext_block_bahira_town_lahore-47119879-1811-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Overseas Enclave Houses,302.2,5.0,6.0,45000000.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
Flat 47113667,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_centrally_located_585_sqft_apartment_in_sector_c_bahria_town_-_don_t_miss_out-47113667-1784-1.html,Lahore Flats > Bahria Town Flats > Bahria Town - Sector C Flats,78.572,1.0,1.0,6300000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2022.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
House 47113639,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_b_newly_built_10_marla_house_for_sale_in_overseas_b_ext_at_an_attractive_price-47113639-1813-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Overseas Enclave Houses > Bahria Town - Overseas B Houses,302.2,5.0,6.0,35000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2022.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
House 47106462,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_ali_block_5_marla_house_for_sale_in_ali_block_bahria_town_lahore_men_boulevard_back_near_to_more_chowk-47106462-1779-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector B Houses > Bahria Town - Ali Block Houses,332.41999999999996,5.0,6.0,37500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0
House 47106272,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_safari_block_8_marla_house_for_sale_in_safari_villas_bahria_town_lahore-47106272-14546-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector B Houses > Bahria Town - Safari Block Houses,241.76,3.0,5.0,23000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
House 47099306,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_5_marla_brand_new_house_for_sale-47099306-1802-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector E Houses,151.1,3.0,5.0,19000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
House 47090881,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_nargis_block_10_marla_brand_new_house_fore_sale-47090881-1791-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector C Houses > Bahria Town - Nargis Block Houses,302.2,5.0,6.0,38000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
House 47087106,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_e_10_marla_brand_new_house_fore_sale-47087106-1802-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector E Houses,302.2,5.0,6.0,38000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
House 47082210,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_safari_villas_8_marla_furnish_house_for_sale_in_safari_villas_asian_good_location_a_plus_house_visit_anytime_double_story-47082210-1782-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector B Houses > Bahria Town - Safari Villas Houses,241.76,3.0,4.0,22000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
House 47082129,https://www.zameen.com/Property/bahria_town_sector_b_bahria_town_-_safari_villas_8_marla_house_for_sale_in_safari_villas_bahria_town_lahore_near_zoo_good_location_a_plus_house-47082129-1782-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector B Houses > Bahria Town - Safari Villas Houses,241.76,3.0,4.0,22500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
House 46559858,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_alamgir_block_13_marla_grey_structure_for_sale_alamgire_block-46559858-8440-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector F Houses > Bahria Town - Alamgir Block Houses,392.86,5.0,6.0,31500000.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46560455,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_johar_block_10_marla_grey_structure_for_sale_in_sector_c_bahria_town_lahore-46560455-1809-1.html,Lahore Houses > Bahria Town Houses > Bahria Town - Sector E Houses > Bahria Town - Johar Block Houses,302.2,5.0,6.0,21000000.0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 47071660,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_iqbal_block_3_33_marla_brand_new_apartment_for_sale_in_iqbal_block-47071660-1805-1.html,Lahore Flats > Bahria Town Flats > Bahria Town - Sector E Flats > Bahria Town - Iqbal Block Flats,99.72599999999998,2.0,2.0,11000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
